read_2,bnf_code,dmd_code,drug_name,insulin,hypo,metformin,aspirin,antiplatelet,anticoagulant,statin
bxkw.00,NA,409108001,Rosuvastatin  Tablets  5 mg,,,,,,,1
NA,212,NA,Rosuvastatin  Tablets  5 mg,,,,,,,1
bxkx.00,NA,408036003,Rosuvastatin 10 mg tablets,,,,,,,1
NA,212,NA,ROSUVASTATIN 10MG,,,,,,,1
bxkx.,2120400,NA,Rosuvastatin 10mg tablets,,,,,,,1
bxkx.00,NA,408036003,Rosuvastatin 10mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Rosuvastatin 10mg tablets,,,,,,,1
bxky.,2120400,NA,Rosuvastatin 20mg tablets,,,,,,,1
bxky.00,NA,408037007,Rosuvastatin 20mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Rosuvastatin 20mg tablets,,,,,,,1
bxkz.,2120400,NA,Rosuvastatin 40mg tablets,,,,,,,1
bxkz.00,NA,408024009,Rosuvastatin 40mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Rosuvastatin 40mg tablets,,,,,,,1
bxkw.,2120400,NA,Rosuvastatin 5mg tablets,,,,,,,1
bxkw.00,NA,409108001,Rosuvastatin 5mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Rosuvastatin 5mg tablets,,,,,,,1
bxkx.00,NA,408036003,Rosuvastatin Tablets 10 mg,,,,,,,1
bxkx.00,NA,408036003,rosuvastatin tablets 10mg,,,,,,,1
NA,212,NA,ROSUVASTATIN TABLETS 10MG,,,,,,,1
NA,NA,2.99E+17,ROSUVASTATIN tablets 10mg,,,,,,,1
NA,212,NA,ROSUVASTATIN TABLETS 20 MG,,,,,,,1
bxky.00,NA,408037007,ROSUVASTATIN tablets 20mg,,,,,,,1
bxky.00,NA,408037007,rosuvastatin tablets 20mg,,,,,,,1
NA,212,NA,ROSUVASTATIN TABLETS 20MG,,,,,,,1
NA,NA,2.99E+17,ROSUVASTATIN tablets 20mg,,,,,,,1
NA,212,NA,ROSUVASTATIN TABLETS 40MG,,,,,,,1
bxkw.00,NA,409108001,Rosuvastatin Tablets 5 mg,,,,,,,1
bxkw.00,NA,409108001,rosuvastatin tablets 5mg,,,,,,,1
NA,212,NA,ROSUVASTATIN TABLETS 5MG,,,,,,,1
bxkx.,2120400,NA,ROSUVASTATIN tabs 10mg,,,,,,,1
bxkx.00,NA,408036003,ROSUVASTATIN tabs 10mg,,,,,,,1
NA,212,NA,Rosuvastatin TABS 10MG,,,,,,,1
NA,212,NA,Rosuvastatin TABS 10mg,,,,,,,1
bxky.00,NA,408037007,ROSUVASTATIN tabs 20mg,,,,,,,1
NA,212,NA,Rosuvastatin TABS 20MG,,,,,,,1
bxkz.,2120400,NA,ROSUVASTATIN tabs 40mg,,,,,,,1
bxkz.00,NA,408024009,ROSUVASTATIN tabs 40mg,,,,,,,1
NA,212,NA,Rosuvastatin TABS 40MG,,,,,,,1
bxkw.,2120400,NA,ROSUVASTATIN tabs 5mg,,,,,,,1
bxkw.00,NA,409108001,ROSUVASTATIN tabs 5mg,,,,,,,1
NA,212,NA,Rosuvastatin TABS 5MG,,,,,,,1
NA,212,NA,Rosuvastatin TABS 5mg,,,,,,,1
NA,212,NA,Simvador  Tablets  10 mg,,,,,,,1
NA,212,NA,Simvador  Tablets  20 mg,,,,,,,1
NA,212,NA,Simvador  Tablets  40 mg,,,,,,,1
NA,212,NA,Simvador  Tablets  80 mg,,,,,,,1
bxdA.,2120400,NA,Simvador 10mg tablets (Discovery Pharmaceuticals Ltd),,,,,,,1
bxdA.00,NA,4.90E+15,Simvador 10mg tablets (Discovery Pharmaceuticals Ltd),,,,,,,1
bxdA.,2120400,NA,Simvador 10mg tablets (Discovery Pharmaceuticals),,,,,,,1
bxdA.00,NA,4.90E+15,Simvador 10mg tablets (Discovery Pharmaceuticals),,,,,,,1
NA,02.12.04.00.00,NA,Simvador 10mg tablets (Discovery Pharmaceuticals),,,,,,,1
bxdB.,2120400,NA,Simvador 20mg tablets (Discovery Pharmaceuticals Ltd),,,,,,,1
bxdB.,NA,4.90E+15,Simvador 20mg tablets (Discovery Pharmaceuticals Ltd),,,,,,,1
bxdB.00,NA,4.90E+15,Simvador 20mg tablets (Discovery Pharmaceuticals Ltd),,,,,,,1
bxdB.,2120400,NA,Simvador 20mg tablets (Discovery Pharmaceuticals),,,,,,,1
bxdB.,NA,4.90E+15,Simvador 20mg tablets (Discovery Pharmaceuticals),,,,,,,1
bxdB.00,NA,4.90E+15,Simvador 20mg tablets (Discovery Pharmaceuticals),,,,,,,1
NA,02.12.04.00.00,NA,Simvador 20mg tablets (Discovery Pharmaceuticals),,,,,,,1
bxdC.,2120400,NA,Simvador 40mg tablets (Discovery Pharmaceuticals Ltd),,,,,,,1
bxdC.,NA,4.90E+15,Simvador 40mg tablets (Discovery Pharmaceuticals Ltd),,,,,,,1
bxdC.00,NA,4.90E+15,Simvador 40mg tablets (Discovery Pharmaceuticals Ltd),,,,,,,1
bxdC.,2120400,NA,Simvador 40mg tablets (Discovery Pharmaceuticals),,,,,,,1
bxdC.,NA,4.90E+15,Simvador 40mg tablets (Discovery Pharmaceuticals),,,,,,,1
bxdC.00,NA,4.90E+15,Simvador 40mg tablets (Discovery Pharmaceuticals),,,,,,,1
NA,02.12.04.00.00,NA,Simvador 40mg tablets (Discovery Pharmaceuticals),,,,,,,1
bxdK.,2120400,NA,Simvador 80mg tablets (Discovery Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvador 80mg tablets (Discovery Pharmaceuticals),,,,,,,1
NA,212,NA,SIMVADOR TABLETS 40MG,,,,,,,1
bxdA.00,NA,4.90E+15,SIMVADOR tabs 10mg,,,,,,,1
bxdB.,NA,4.90E+15,SIMVADOR tabs 20mg,,,,,,,1
NA,212,NA,Simvador TABS 40 mg,,,,,,,1
bxdC.,NA,4.90E+15,SIMVADOR tabs 40mg,,,,,,,1
bxd2.00,NA,319997009,SIMVASTATIN,,,,,,,1
NA,NA,2.99E+17,SIMVASTATIN,,,,,,,1
bxd1.00,NA,319996000,Simvastatin  Tablets  10 mg,,,,,,,1
NA,0212000Y0AAAAAA,NA,Simvastatin  Tablets  10 mg,,,,,,,1
bxd2.00,NA,319997009,Simvastatin  Tablets  20 mg,,,,,,,1
NA,0212000Y0AAABAB,NA,Simvastatin  Tablets  20 mg,,,,,,,1
bxd5.00,NA,320000009,Simvastatin  Tablets  40 mg,,,,,,,1
NA,0212000Y0AAADAD,NA,Simvastatin  Tablets  40 mg,,,,,,,1
bxdz.00,NA,320006003,Simvastatin  Tablets  80 mg,,,,,,,1
NA,212,NA,Simvastatin  Tablets  80 mg,,,,,,,1
bxdx.00,NA,2.41E+17,SIMVASTATIN + EZETIMIBE tabs 40mg + 10mg,,,,,,,1
NA,0212000Y0AAAAAA,NA,SIMVASTATIN 10 MG TAB,,,,,,,1
bxd1.00,NA,319996000,Simvastatin 10 mg tablets,,,,,,,1
NA,0212000Y0AAAAAA,NA,SIMVASTATIN 10MG,,,,,,,1
bxd1.,2120400,NA,Simvastatin 10mg tablets,,,,,,,1
bxd1.00,NA,319996000,Simvastatin 10mg tablets,,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN 10mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 10mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 10mg tablets (A A H Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 10mg tablets (Actavis UK Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 10mg tablets (Almus Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 10mg tablets (Kent Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 10mg tablets (Mylan Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 10mg tablets (Teva UK Ltd),,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN 10MG TABS,,,,,,,1
NA,0212000Y0AAABAB,NA,SIMVASTATIN 20 MG TAB,,,,,,,1
NA,NA,2.99E+17,Simvastatin 20 mg tablets,,,,,,,1
bxd2.00,NA,319997009,SIMVASTATIN 20MG,,,,,,,1
bxdy.00,NA,414177002,Simvastatin 20mg / Ezetimibe 10mg tablets,,,,,,,1
NA,02.12.02.00.00,NA,Simvastatin 20mg / Ezetimibe 10mg tablets,,,,,,,1
bxd2.,2120400,NA,Simvastatin 20mg tablets,,,,,,,1
bxd2.00,NA,319997009,Simvastatin 20mg tablets,,,,,,,1
bxd2.00,NA,319997009,SIMVASTATIN 20mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets,,,,,,,1
NA,NA,2.99E+17,SIMVASTATIN 20mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets (A A H Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets (Actavis UK Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets (Almus Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets (Kent Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets (Mylan Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets (PLIVA Pharma Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets (Sandoz Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets (Teva UK Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg tablets (Wockhardt UK Ltd),,,,,,,1
bxdy.00,NA,2.41E+17,Simvastatin 20mg with ezetimibe 10mg tablet,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg/5ml oral suspension sugar free,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 20mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),,,,,,,1
bxdx.,2120200,NA,Simvastatin 40mg / Ezetimibe 10mg tablets,,,,,,,1
bxdx.,NA,414178007,Simvastatin 40mg / Ezetimibe 10mg tablets,,,,,,,1
bxdx.00,NA,414178007,Simvastatin 40mg / Ezetimibe 10mg tablets,,,,,,,1
NA,02.12.02.00.00,NA,Simvastatin 40mg / Ezetimibe 10mg tablets,,,,,,,1
NA,0212000Y0AAADAD,NA,SIMVASTATIN 40MG 40MG,,,,,,,1
NA,0212000Y0AAADAD,NA,SIMVASTATIN 40MG TAB,,,,,,,1
NA,0212000Y0AAADAD,NA,SIMVASTATIN 40MG TABLET,,,,,,,1
bxd5.,2120400,NA,Simvastatin 40mg tablets,,,,,,,1
bxd5.00,NA,320000009,Simvastatin 40mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets (A A H Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets (Actavis UK Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets (Almus Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets (Dexcel-Pharma Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets (Mylan Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets (Ranbaxy (UK) Ltd),,,,,,,1
bxd5.00,NA,4.58E+15,Simvastatin 40mg tablets (Sandoz Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets (Sandoz Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets (Teva UK Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg tablets (Wockhardt UK Ltd),,,,,,,1
bxdx.00,NA,2.41E+17,Simvastatin 40mg with ezetimibe 10mg tablet,,,,,,,1
bxdv.,2120400,NA,Simvastatin 40mg/5ml oral suspension sugar free,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg/5ml oral suspension sugar free,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 40mg/5ml oral suspension sugar free (Rosemont Pharmaceuticals Ltd),,,,,,,1
NA,0212000Y0AAADAD,NA,SIMVASTATIN 40MGS TABS,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 80mg / Ezetimibe 10mg tablets,,,,,,,1
bxdz.,2120400,NA,Simvastatin 80mg tablets,,,,,,,1
bxdz.00,NA,320006003,Simvastatin 80mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 80mg tablets,,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 80mg tablets (A A H Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 80mg tablets (Actavis UK Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 80mg tablets (Almus Pharmaceuticals Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 80mg tablets (IVAX Pharmaceuticals UK Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Simvastatin 80mg tablets (Teva UK Ltd),,,,,,,1
bxdv.00,NA,2.57E+17,SIMVASTATIN oral liq 40mg/5ml,,,,,,,1
NA,02.12.04.00.00,NA,simvastatin oral suspension sugar-free 20mg/5ml,,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN TAB 10,,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN TAB 10mg,,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN TAB 10MG,,,,,,,1
NA,NA,2.99E+17,SIMVASTATIN TAB 10MG,,,,,,,1
bxd2.00,NA,319997009,SIMVASTATIN TAB 20,,,,,,,1
bxd2.00,NA,319997009,SIMVASTATIN TAB 20mg,,,,,,,1
bxd2.00,NA,319997009,SIMVASTATIN TAB 20MG,,,,,,,1
bxd5.00,NA,320000009,SIMVASTATIN TAB 40,,,,,,,1
bxd5.00,NA,320000009,SIMVASTATIN TAB 40mg,,,,,,,1
bxd1.00,NA,319996000,Simvastatin Tablets 10 mg,,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN TABLETS 10 MG,,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN tablets 10mg,,,,,,,1
bxd1.00,NA,319996000,Simvastatin tablets 10mg,,,,,,,1
bxd1.00,NA,319996000,Simvastatin Tablets 10mg,,,,,,,1
bxd1.00,NA,319996000,simvastatin tablets 10mg,,,,,,,1
NA,NA,2.99E+17,simvastatin tablets 10mg,,,,,,,1
NA,0212000Y0AAAAAA,NA,SIMVASTATIN TABLETS 10MG,,,,,,,1
NA,0212000Y0AAAAAA,NA,SIMVASTATIN TABLETS 10MG-P42 0,,,,,,,1
bxd2.00,NA,319997009,Simvastatin Tablets 20 mg,,,,,,,1
bxd2.00,NA,319997009,simvastatin tablets 20mg,,,,,,,1
bxd2.00,NA,319997009,Simvastatin Tablets 20mg,,,,,,,1
bxd2.00,NA,319997009,SIMVASTATIN tablets 20mg,,,,,,,1
bxd2.00,NA,319997009,Simvastatin tablets 20mg,,,,,,,1
NA,NA,2.99E+17,simvastatin tablets 20mg,,,,,,,1
NA,0212000Y0AAABAB,NA,SIMVASTATIN TABLETS 20MG,,,,,,,1
NA,0212000Y0AAABAB,NA,Simvastatin TABLETS 20MG,,,,,,,1
NA,0212000Y0AAABAB,NA,SIMVASTATIN TABLETS 20MG-P42 0,,,,,,,1
bxd5.00,NA,320000009,Simvastatin Tablets 40 mg,,,,,,,1
bxd5.,2120400,NA,Simvastatin Tablets 40mg,,,,,,,1
bxd5.00,NA,320000009,simvastatin tablets 40mg,,,,,,,1
bxd5.00,NA,320000009,SIMVASTATIN tablets 40mg,,,,,,,1
bxd5.00,NA,320000009,Simvastatin tablets 40mg,,,,,,,1
bxd5.00,NA,3.20E+08,Simvastatin Tablets 40mg,,,,,,,1
NA,NA,4.46E+15,SIMVASTATIN tablets 40mg,,,,,,,1
NA,0212000Y0AAADAD,NA,SIMVASTATIN TABLETS 40MG,,,,,,,1
NA,0212000Y0AAADAD,NA,Simvastatin TABLETS 40MG,,,,,,,1
bxdz.00,NA,320006003,Simvastatin Tablets 80 mg,,,,,,,1
bxdz.00,NA,320006003,simvastatin tablets 80mg,,,,,,,1
NA,212,NA,SIMVASTATIN TABLETS 80MG,,,,,,,1
NA,NA,2.99E+17,SIMVASTATIN tablets 80mg,,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN tabs 10 mg,,,,,,,1
NA,NA,2.99E+17,SIMVASTATIN tabs 10 mg,,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN tabs 10mg,,,,,,,1
bxd1.00,NA,319996000,SIMVASTATIN TABS 10MG,,,,,,,1
NA,0212000Y0AAAAAA,NA,Simvastatin TABS 10MG,,,,,,,1
NA,NA,2.99E+17,SIMVASTATIN tabs 20 mg,,,,,,,1
bxd2.,2120400,NA,SIMVASTATIN tabs 20mg,,,,,,,1
bxd2.00,NA,319997009,SIMVASTATIN tabs 20mg,,,,,,,1
bxd2.00,NA,319997009,SIMVASTATIN TABS 20MG,,,,,,,1
NA,0212000Y0AAABAB,NA,Simvastatin TABS 20MG,,,,,,,1
NA,NA,2.99E+17,SIMVASTATIN tabs 40 mg,,,,,,,1
bxd5.,2120400,NA,SIMVASTATIN tabs 40mg,,,,,,,1
bxd5.00,NA,320000009,SIMVASTATIN tabs 40mg,,,,,,,1
NA,0212000Y0AAADAD,NA,Simvastatin TABS 40MG,,,,,,,1
NA,0212000Y0AAADAD,NA,Simvastatin TABS 40mg,,,,,,,1
bxdz.,2120400,NA,SIMVASTATIN tabs 80mg,,,,,,,1
bxdz.00,NA,320006003,SIMVASTATIN tabs 80mg,,,,,,,1
NA,212,NA,Simvastatin TABS 80MG,,,,,,,1
NA,0212000Y0AAAAAA,NA,Simvastatin-P42 10mg Tablet,,,,,,,1
NA,NA,2.99E+17,ZOCOR,,,,,,,1
bxd7.00,NA,1.08E+14,Zocor 10mg tablets (Merck Sharp & Dohme Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Zocor 10mg tablets (Merck Sharp & Dohme Ltd),,,,,,,1
bxd8.,2120400,NA,Zocor 20mg tablets (Merck Sharp & Dohme Ltd),,,,,,,1
bxd8.00,NA,7.77E+14,Zocor 20mg tablets (Merck Sharp & Dohme Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Zocor 20mg tablets (Merck Sharp & Dohme Ltd),,,,,,,1
bxd6.00,NA,8.60E+14,Zocor 40mg tablets (Merck Sharp & Dohme Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Zocor 40mg tablets (Merck Sharp & Dohme Ltd),,,,,,,1
NA,02.12.04.00.00,NA,Zocor 80mg tablets (Merck Sharp & Dohme Ltd),,,,,,,1
bxd7.00,NA,1.08E+14,ZOCOR TAB 10,,,,,,,1
bxd7.00,NA,1.08E+14,ZOCOR TAB 10mg,,,,,,,1
bxd8.00,NA,7.77E+14,ZOCOR TAB 20,,,,,,,1
bxd8.00,NA,7.77E+14,ZOCOR TAB 20mg,,,,,,,1
bxd7.00,NA,1.08E+14,ZOCOR TABLETS 10 MG,,,,,,,1
bxd7.00,NA,1.08E+14,Zocor Tablets 10 mg,,,,,,,1
NA,0212000Y0BBAAAA,NA,Zocor TABLETS 10MG,,,,,,,1
NA,0212000Y0BBAAAA,NA,ZOCOR TABLETS 10MG,,,,,,,1
bxd8.00,NA,7.77E+14,ZOCOR tablets 20mg,,,,,,,1
NA,0212000Y0BBABAB,NA,ZOCOR TABLETS 20MG,,,,,,,1
bxd7.00,NA,1.08E+14,ZOCOR tabs 10mg,,,,,,,1
NA,0212000Y0BBAAAA,NA,Zocor TABS 10MG,,,,,,,1
bxd8.00,NA,7.77E+14,ZOCOR tabs 20mg,,,,,,,1
NA,0212000Y0BBABAB,NA,Zocor TABS 20MG,,,,,,,1
NA,0212000Y0BBAAAA,NA,Zocor-P42 10mg Tablet,,,,,,,1
bs23.00,NA,319740004,Acenocoumarol 1mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Acenocoumarol 1mg tablets,,,,,,1,
bs23.00,NA,319740004,Acenocoumarol Tablets 1 mg,,,,,,1,
bs23.00,NA,319740004,ACENOCOUMAROL tabs 1mg,,,,,,1,
NA,20802,NA,Apixaban  Tablets  2.5 mg,,,,,,1,
NA,20802,NA,Apixaban  Tablets  5 mg,,,,,,1,
NA,NA,NA,Apixaban  Tablets  5 mg,,,,,,1,
bs72.,2080200,NA,Apixaban 2.5mg tablets,,,,,,1,
bs72.,NA,703907006,Apixaban 2.5mg tablets,,,,,,1,
bs72.00,NA,703907006,Apixaban 2.5mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Apixaban 2.5mg tablets,,,,,,1,
bs74.,2080200,NA,Apixaban 5mg tablets,,,,,,1,
bs74.,NA,703908001,Apixaban 5mg tablets,,,,,,1,
bs74.00,NA,703908001,Apixaban 5mg tablets,,,,,,1,
NA,02.08.02.00.00,NA,Apixaban 5mg tablets,,,,,,1,
NA,02.08.01.00.00,NA,"Certoparin sodium 3,000units/0.3ml solution for injection pre-filled syringes",,,,,,1,
NA,0208010D0BBAEAE,NA,Clexane  Injection  100 mg/1 ml pre-filled syringe,,,,,,1,
NA,0208010D0BBAAAA,NA,Clexane  Injection  20 mg/0.2 ml pre-filled syringe,,,,,,1,
NA,0208010D0BBABAB,NA,Clexane  Injection  40 mg/0.4 ml pre-filled syringe,,,,,,1,
NA,0208010D0BBADAD,NA,Clexane  Injection  80 mg/0.8 ml pre-filled syringe,,,,,,1,
br6A.,2080100,NA,Clexane 100mg/1ml solution for injection pre-filled syrin...,,,,,,1,
br6A.00,NA,4.20E+15,Clexane 100mg/1ml solution for injection pre-filled syrin...,,,,,,1,
br6A.00,NA,4.20E+15,Clexane 100mg/1ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
NA,02.08.01.00.00,NA,Clexane 100mg/1ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
br6A.00,NA,1.90E+17,Clexane 100mg/ml Injection (Aventis Pharma),,,,,,1,
br63.,2080100,NA,Clexane 20mg/0.2ml solution for injection pre-filled syri...,,,,,,1,
br63.00,NA,3.83E+15,Clexane 20mg/0.2ml solution for injection pre-filled syri...,,,,,,1,
br63.00,NA,3.83E+15,Clexane 20mg/0.2ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
NA,02.08.01.00.00,NA,Clexane 20mg/0.2ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
br64.,2080100,NA,Clexane 40mg/0.4ml solution for injection pre-filled syri...,,,,,,1,
br64.00,NA,3.83E+15,Clexane 40mg/0.4ml solution for injection pre-filled syri...,,,,,,1,
br64.00,NA,3.83E+15,Clexane 40mg/0.4ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
NA,02.08.01.00.00,NA,Clexane 40mg/0.4ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
br68.00,NA,4.20E+15,Clexane 60mg/0.6ml solution for injection pre-filled syri...,,,,,,1,
NA,02.08.01.00.00,NA,Clexane 60mg/0.6ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
NA,02.08.01.00.00,NA,Clexane 80mg/0.8ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
NA,20801,NA,Clexane Forte  Injection  120 mg/0.8 ml  pre-filled syringe,,,,,,1,
br6B.,2080100,NA,Clexane Forte 120mg/0.8ml solution for injection pre-fill...,,,,,,1,
br6B.00,NA,4.20E+15,Clexane Forte 120mg/0.8ml solution for injection pre-fill...,,,,,,1,
NA,02.08.01.00.00,NA,Clexane Forte 120mg/0.8ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
br6C.00,NA,4.20E+15,Clexane Forte 150mg/1ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
NA,02.08.01.00.00,NA,Clexane Forte 150mg/1ml solution for injection pre-filled syringes (Sanofi),,,,,,1,
br6C.00,NA,4.20E+15,Clexane Forte 150mg/1ml solution for injection pre-filled...,,,,,,1,
br6C.00,NA,4.20E+15,CLEXANE FORTE inj 150mg/1ml,,,,,,1,
br6C.00,NA,1.69E+17,CLEXANE FORTE inj 150mg/ml,,,,,,1,
br6A.00,NA,4.20E+15,CLEXANE inj 100mg/1ml,,,,,,1,
br6A.00,NA,1.90E+17,CLEXANE inj 100mg/ml,,,,,,1,
br63.00,NA,3.83E+15,CLEXANE inj 20mg/0.2ml,,,,,,1,
br6A.00,NA,1.90E+17,CLEXANE inj 20mg/0.2ml,,,,,,1,
br6D.00,NA,1.15E+16,CLEXANE inj 300mg/3ml,,,,,,1,
br64.00,NA,3.83E+15,CLEXANE inj 40mg/0.4ml,,,,,,1,
br68.00,NA,4.20E+15,CLEXANE inj 60mg/0.6ml,,,,,,1,
br69.00,NA,4.20E+15,CLEXANE inj 80mg/0.8ml,,,,,,1,
NA,02.08.01.00.00,NA,CLEXANE injection 100mg/ml [AVENTIS],,,,,,1,
br6A.00,NA,1.90E+17,Clexane Injection 40 mg/0.4 ml pre-filled syringe,,,,,,1,
NA,0208010D0BBAAAA,NA,Clexane Prefilled Syringe 0.2ml INJ 100MG/ML,,,,,,1,
NA,0208010D0BBABAB,NA,CLEXANE PREFILLED SYRINGE 0.4ML INJ 100MG/ML,,,,,,1,
NA,0208010D0BBABAB,NA,Clexane Prefilled Syringe 0.4ml INJ 100MG/ML,,,,,,1,
NA,0208010D0BBADAD,NA,Clexane Prefilled Syringe 0.8ml INJ 100MG/ML,,,,,,1,
NA,20802,NA,Dabigatran Etexilate  Capsules  110 mg,,,,,,1,
NA,20802,NA,Dabigatran Etexilate  Capsules  150 mg,,,,,,1,
NA,20802,NA,Dabigatran Etexilate  Capsules  75 mg,,,,,,1,
bs4y.,2080200,NA,Dabigatran etexilate 110mg capsules,,,,,,1,
bs4y.00,NA,1.35E+16,Dabigatran etexilate 110mg capsules,,,,,,1,
NA,02.08.02.00.00,NA,Dabigatran etexilate 110mg capsules,,,,,,1,
bs4x.,2080200,NA,Dabigatran etexilate 150mg capsules,,,,,,1,
bs4x.00,NA,1.95E+16,Dabigatran etexilate 150mg capsules,,,,,,1,
NA,02.08.02.00.00,NA,Dabigatran etexilate 150mg capsules,,,,,,1,
bs4z.00,NA,1.35E+16,Dabigatran etexilate 75mg capsules,,,,,,1,
NA,02.08.02.00.00,NA,Dabigatran etexilate 75mg capsules,,,,,,1,
NA,50.00.00.00.00,NA,dalteparin (form not specified),,,,,,1,
br2C.00,NA,319615002,DALTEPARIN inj soln 10000 iu/0.4ml,,,,,,1,
br2z.00,NA,5.48E+16,DALTEPARIN inj soln 10000 iu/1ml,,,,,,1,
br2D.00,NA,319616001,DALTEPARIN inj soln 12500 iu/0.5ml,,,,,,1,
br2E.00,NA,319617005,DALTEPARIN inj soln 18000 iu/0.72ml,,,,,,1,
br2n.,NA,356478001,DALTEPARIN inj soln 2500iu/0.2ml,,,,,,1,
br2o.,NA,356479009,DALTEPARIN inj soln 5000iu/0.2ml,,,,,,1,
br2L.00,NA,4.87E+15,DALTEPARIN inj soln 7500 iu/0.3ml,,,,,,1,
NA,02.08.01.00.00,NA,dalteparin injection solution 10000 units/1ml,,,,,,1,
NA,02.08.01.00.00,NA,dalteparin injection solution 25000 units/ml,,,,,,1,
NA,20801,NA,Dalteparin Sodium  Injection  10 000 units/0.4 ml pre-filled syringe,,,,,,1,
